Vehicle Type,Fuel Type,Distance(Km),Cargo_Wt.,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Motorcycle,Diesel,643,1165,1.798484505,0,196636,74.35239845,2.102160299,City,Moderate,39.63829855,6.132698061,12.26162278,1009.863863,333.556877,0.505245301,0.171852833,0.092553673,0.085790066,High
Truck,Electric,151,1479,5.167990761,6,188603,50.03760283,4.656104602,Highway,Moderate,3.503653399,93.00050767,2.889120732,991.5293286,317.2499246,1.072648353,0.153239744,0.066694259,0.06228089,High
Bus,Hybrid,646,1101,4.569546282,21,83780,95.09260409,3.535420506,City,Free flow,39.26473625,93.13039188,7.143377214,1013.213412,352.5977492,1.732840371,0.166110346,0.084513024,0.080182104,High
Truck,Diesel,735,363,5.452762332,4,139006,113.7874,1.637293873,City,Free flow,36.81673408,39.63351821,12.9541369,999.6959453,287.7428878,1.499581599,0.16280939,0.086521946,0.092202078,Medium
Car,Petrol,460,747,1.411297695,13,231948,1.177307633,0.896394111,City,Moderate,17.12207543,41.7677835,12.79523435,1015.199259,251.5057391,0.766042221,0.038331661,0.057368164,0.057966625,Medium
Motorcycle,Electric,847,1261,5.94915718,14,179121,70.54141157,3.092391471,Rural,Heavy,-5.401845868,81.95969296,16.84114617,1010.89713,218.4962342,1.219495604,0.083655769,0.074467273,0.057577393,Medium
Truck,Diesel,616,1879,1.888914913,20,95597,103.9177115,3.287881258,Rural,Heavy,24.77074057,49.50306555,8.748448655,1047.868334,365.0336512,0.115257471,0.183719247,0.060012754,0.091457875,High
Car,Diesel,119,1856,0.861255357,29,2127,78.37350448,2.418113419,Highway,Moderate,32.28588308,79.92006985,17.79655251,1012.224657,399.0797856,0.189868049,0.02781825,0.012043039,0.058985791,High
Car,Diesel,451,1686,5.986599283,24,206691,96.09951094,1.063803873,Rural,Free flow,12.26505498,3.61251691,13.64385471,1019.103874,240.4575837,0.315536394,0.195524632,0.074636461,0.083669949,Medium
Truck,Hybrid,754,254,2.261584204,16,193808,107.4073325,0.142776304,Rural,Moderate,1.952022967,25.02706124,11.2421039,1039.23846,69.67846575,1.419455053,0.053029345,0.099419991,0.084779684,Low
Motorcycle,Hybrid,549,1964,4.273701153,23,150163,90.1141219,1.328303487,Rural,Free flow,30.14120824,9.106498519,2.342736521,1041.302128,294.4163671,1.278149345,0.12741681,0.088299659,0.038697669,Medium
Car,Electric,113,1596,1.718748034,17,278021,86.04208816,2.285852496,Highway,Moderate,17.25389128,45.41980522,11.49407824,964.0877679,308.1337545,1.840658878,0.072141406,0.014737925,0.099777262,High
Car,Electric,249,1294,3.817188367,6,274663,115.769507,3.939671432,Rural,Moderate,-0.118499759,85.41594446,11.89344036,995.3805021,265.5493438,1.446262528,0.196721141,0.09409153,0.085578698,Medium
Bus,Electric,289,839,5.50098193,21,8351,103.6421589,4.268769144,Rural,Free flow,37.47693205,56.97877435,15.17608766,1044.276919,211.9675856,0.89914327,0.10966533,0.028081577,0.076049012,Medium
Motorcycle,Hybrid,240,261,2.464942071,25,109538,97.84534435,2.064672798,Rural,Heavy,37.40491133,52.03335386,14.38278135,1045.976909,453.1631082,1.747187674,0.038410757,0.014909579,0.044749857,High
Car,Hybrid,292,1244,4.285320675,17,193895,10.36840326,3.980620273,Highway,Moderate,8.352483672,36.61068939,10.59960359,969.0032447,266.5026583,0.181220345,0.170884631,0.011050443,0.024991203,Medium
Car,Diesel,254,1727,1.777098662,27,241509,28.68358598,4.966764118,Rural,Free flow,-6.799844543,6.360987673,11.85658343,994.3704425,409.5361667,0.119221311,0.086294884,0.048056634,0.040677282,High
Bus,Hybrid,417,1080,4.048936073,28,39253,66.81072292,3.583051874,City,Free flow,21.53942673,76.64096705,15.44685424,977.8650282,336.9782652,0.575569042,0.171875619,0.037068403,0.018056026,High
Truck,Diesel,489,1757,2.549541829,18,231181,85.1472126,3.642995158,Rural,Heavy,5.861336729,57.0766066,7.028805243,1029.073635,404.175658,0.342454973,0.094268476,0.026066464,0.08796246,High
Truck,Electric,533,1367,1.898282945,19,86967,36.3857872,4.547682508,Highway,Moderate,-6.68223695,93.09655071,2.699422312,1035.21674,444.9500877,0.613445655,0.187270385,0.017782116,0.078844902,High
Motorcycle,Diesel,574,899,2.428546664,6,152996,11.19937357,1.690720642,Highway,Moderate,34.59032072,43.19652243,17.48598761,996.9245742,159.5031872,0.680635736,0.020543496,0.042150747,0.031603038,Medium
Bus,Electric,346,1038,1.729973556,7,34864,37.33190242,0.056026965,Highway,Free flow,39.90581573,40.14996365,19.3003755,1017.566001,422.903192,0.965341805,0.196846743,0.030584219,0.028262688,High
Truck,Petrol,142,624,5.489963761,12,274637,92.52350167,4.934886358,City,Free flow,7.520275686,97.43469904,8.586096775,1036.996629,374.4962157,1.260168823,0.09815479,0.067417728,0.032465159,High
Car,Petrol,55,1208,2.865371809,26,5337,105.2881235,2.452340388,City,Moderate,27.23731317,14.11574949,19.80619579,1020.951898,302.4828041,0.76974773,0.080135998,0.043914889,0.04756287,High
Car,Electric,869,1619,2.075452386,17,63281,109.5484378,3.928387966,City,Heavy,-6.711460386,25.23615327,6.453898297,965.642639,295.2335961,1.937758754,0.017929886,0.050497888,0.053985848,Medium
Car,Petrol,210,1150,3.131720773,23,16035,45.4640015,4.062455688,Highway,Heavy,8.485271978,48.81642154,1.331481882,1021.199234,190.138884,1.129186681,0.053307917,0.078989102,0.017473575,Medium
Bus,Electric,96,573,2.466788067,10,238913,44.70462898,1.987583385,City,Heavy,-4.562411698,52.35443015,11.44919162,965.8947131,293.2860356,1.764842846,0.069388953,0.041397007,0.016877198,Medium
Motorcycle,Hybrid,465,1440,4.67098012,8,237798,48.80489652,2.706365234,Rural,Free flow,-7.232503142,54.871662,17.36401369,1015.374547,222.9573023,1.624430707,0.148350668,0.024899084,0.041424108,Medium
Bus,Petrol,241,557,5.850343542,22,200390,45.09713633,2.69957763,Rural,Moderate,19.43955203,21.21099298,12.34963636,983.3533648,449.9644633,0.191359937,0.142503661,0.036533835,0.066757083,High
Motorcycle,Hybrid,503,880,3.077775015,0,210406,79.9435929,1.101080047,Rural,Moderate,30.10154938,92.68480485,0.188542965,955.6443657,311.9342811,0.995687609,0.178241364,0.07114969,0.071514148,High
Motorcycle,Diesel,323,816,5.27737368,21,282028,42.99879146,0.588194669,Highway,Heavy,12.64851256,70.35020971,0.236653628,972.6481729,184.5634322,1.632303477,0.188545139,0.020629101,0.071064833,Medium
Car,Diesel,105,1471,3.742487983,7,9074,2.441272394,2.717861525,Highway,Free flow,16.20895552,25.84398496,14.48702146,996.8382214,114.9684492,1.822592011,0.148085296,0.068958261,0.056957127,Low
Car,Electric,529,1536,1.617625458,20,26907,52.68295208,0.600716134,Rural,Heavy,3.536500851,29.41929988,16.90685991,1049.401623,362.2932582,1.302424159,0.141181937,0.075403351,0.096168936,High
Bus,Hybrid,720,803,4.391238259,11,218597,26.89824794,1.730443619,Highway,Moderate,26.81936404,88.03584653,5.060734182,975.5711244,349.122073,1.870864522,0.180903784,0.067958476,0.078129749,High
Bus,Petrol,716,369,3.469859385,1,8624,3.456856534,0.930416658,Rural,Heavy,8.053663357,38.03554075,9.402621135,1047.87825,212.024121,1.360292766,0.034879633,0.042695584,0.053832669,Medium
Truck,Hybrid,274,1753,4.183153921,14,255160,56.50115418,3.534580541,Rural,Free flow,-6.625048984,55.63633616,19.22181801,986.4219142,122.9778136,0.496084161,0.024702896,0.068820403,0.051919683,Low
Motorcycle,Diesel,439,620,5.426374545,20,141527,24.7145471,4.360044267,City,Heavy,-1.724614449,12.04267787,9.211481672,1046.001097,372.2806979,1.161157742,0.144462601,0.084813188,0.058615028,High
Car,Diesel,965,1336,3.090259767,23,243808,54.32901778,2.889573049,Highway,Moderate,-3.576569738,25.17327984,2.716281988,1045.610344,171.677611,1.536387038,0.068843556,0.038388875,0.040769106,Medium
Car,Diesel,276,1105,5.486123641,17,142266,33.32999839,2.050779036,Highway,Moderate,11.79388947,41.65766907,18.23306013,964.2897595,437.9047342,1.366207514,0.090602471,0.034186191,0.09088553,High
Car,Petrol,740,1498,4.703478874,16,283766,72.44506443,4.983213204,Highway,Moderate,-6.739366271,65.61373779,9.903353384,1032.871923,376.8033056,0.258402891,0.125490474,0.096140982,0.056611038,High
Truck,Diesel,321,1959,3.340745615,14,73106,118.9052864,0.106045676,Rural,Moderate,30.32421612,28.02206588,6.886138841,1001.731211,451.576964,0.55032281,0.190645417,0.09020537,0.068170949,High
Bus,Electric,423,602,3.936755105,19,21487,65.66783049,1.521705421,City,Free flow,35.4002595,95.07615123,1.948654448,1018.620012,493.0665337,1.40682414,0.175955297,0.034294232,0.02960905,High
Motorcycle,Petrol,979,1974,2.493021889,19,617,77.62751003,1.393365763,City,Moderate,2.41970896,22.02171519,9.165365942,1027.607557,203.4567434,1.103798414,0.149457246,0.025366164,0.034005689,Medium
Bus,Electric,163,758,5.914705959,8,110988,110.3130909,1.78101799,City,Free flow,14.27548784,77.890689,15.39345538,962.4534224,276.8283989,0.158616911,0.091835224,0.048085185,0.093827284,Medium
Motorcycle,Hybrid,625,1872,4.270226048,2,106813,44.88005013,1.152978706,Highway,Free flow,15.95315322,36.45988127,14.34368687,1029.897249,231.6992819,1.502872464,0.16061358,0.055487692,0.014783672,Medium
Motorcycle,Hybrid,686,1496,1.028003633,19,113021,19.98581397,1.321314177,Rural,Heavy,39.25006082,83.34008769,9.931753006,980.2794169,84.91741388,0.250918797,0.044169893,0.025149454,0.040693929,Low
Car,Diesel,868,823,2.49843391,18,137357,33.93567395,1.28838555,Rural,Heavy,-6.719021081,92.31057119,14.39070692,1023.236974,232.2364307,0.451173991,0.163448528,0.012205707,0.054612787,Medium
Motorcycle,Petrol,579,1007,4.041235056,17,33224,48.33539289,2.528720254,Highway,Moderate,23.39411839,18.70155615,7.015211368,1007.365881,249.708684,1.818506033,0.100298124,0.083662596,0.040026152,Medium
Bus,Diesel,724,937,1.092933045,19,28994,77.40212175,1.955276385,City,Moderate,7.288249161,49.14770421,14.70536405,1018.466506,128.0278996,0.698638106,0.059697581,0.09321595,0.043072504,Low
Motorcycle,Hybrid,326,678,0.924197795,29,102178,0.550563532,3.19640051,City,Free flow,15.09031061,15.43658739,1.714683165,1012.287849,447.4906423,0.16514545,0.098097775,0.016205169,0.09984418,High
Bus,Diesel,62,773,3.140126046,7,285158,102.4059858,2.572005799,Rural,Heavy,0.851728535,70.58252308,3.984680668,1031.042054,181.596637,0.133112782,0.159850616,0.08565227,0.062348597,Medium
Bus,Electric,680,230,2.529988934,0,70310,9.131276766,0.917109262,Rural,Heavy,-1.987885991,83.22380812,17.55446644,1039.456008,391.3611793,1.877537917,0.13490634,0.049811394,0.056687568,High
Car,Hybrid,717,1603,3.079152762,23,212127,108.0786179,4.050224895,City,Free flow,2.178264935,38.94679383,5.873108139,994.9102081,84.32137295,0.807789289,0.03602386,0.026035742,0.048069526,Low
Car,Petrol,81,533,2.166005211,23,246763,113.9321425,2.360975992,City,Moderate,-6.436901787,39.6750903,4.118827889,989.2170952,63.53984587,1.280234006,0.141380229,0.044764819,0.079946779,Low
Truck,Electric,883,574,1.656532284,14,217188,118.8123353,0.76615759,Highway,Free flow,3.904514859,20.38397807,1.780051763,974.219032,497.9685423,0.886449137,0.168284732,0.08792682,0.075040939,High
Motorcycle,Electric,311,660,4.383545456,18,261312,97.14122213,0.834399215,Rural,Heavy,24.5175461,30.65346573,7.859099888,1031.383902,105.3582248,0.505489895,0.038624431,0.020991491,0.067982888,Low
Bus,Electric,601,365,3.475769805,29,13302,17.02266311,3.984842052,Rural,Moderate,22.57409676,32.3893059,1.3396415,1046.701376,394.6365447,1.767611205,0.02170954,0.018871631,0.025731962,High
Motorcycle,Electric,759,1548,1.840801898,25,3234,84.74004519,3.514965921,Rural,Moderate,17.72481028,15.55742768,9.939609199,969.5321633,322.0325517,1.904353748,0.020769698,0.096916315,0.02069162,High
Motorcycle,Diesel,678,1864,2.461865017,9,137566,24.39855487,2.532639763,Highway,Moderate,-9.980629351,30.99522301,18.38409474,995.7842382,253.8287875,1.976904143,0.01423541,0.036417489,0.054214227,Medium
Car,Petrol,840,667,3.87740112,11,190697,107.6553403,1.530407549,Highway,Free flow,-3.71090001,90.72569012,15.7426869,1027.03375,66.61430945,0.178605339,0.01340304,0.087518089,0.081931112,Low
Truck,Electric,436,819,1.175592611,27,256350,37.99271108,2.302610184,Highway,Heavy,32.14347143,32.53858325,0.813475393,1013.604296,197.8829143,0.195700273,0.162936031,0.060535794,0.016287995,Medium
Bus,Diesel,729,1121,1.566755648,5,70803,39.21551725,3.182417686,City,Moderate,3.586918488,27.44371853,5.995163282,1031.503088,455.0407766,1.730135793,0.150365882,0.031637069,0.09078205,High
Motorcycle,Diesel,509,1830,1.180877141,28,143618,110.1183955,4.396411587,Highway,Heavy,35.60994443,38.46422829,3.752885659,951.6145351,457.318653,0.434699023,0.188897259,0.036550382,0.086475155,High
Car,Petrol,670,1317,5.02405013,12,155551,1.587728494,2.779339338,Rural,Moderate,33.72730574,96.0273038,1.338797103,1041.134746,319.8643611,1.167145867,0.077607418,0.04707627,0.028537165,High
Motorcycle,Petrol,270,252,4.712528013,3,36437,23.27593818,1.383676474,Rural,Moderate,-2.253648293,76.45791319,2.17281096,956.1351766,308.6036985,1.201699317,0.144689057,0.023457819,0.047044162,High
Truck,Electric,206,548,4.717227246,12,184939,50.63187199,0.213699573,Rural,Heavy,34.90760211,20.17383175,18.16288745,994.5478149,241.5192324,1.357699883,0.088065264,0.073896115,0.015562616,Medium
Bus,Electric,474,1940,4.524891786,16,140729,84.08658808,0.87727528,Rural,Free flow,21.39174153,75.25515951,6.201664301,977.5764398,399.0042366,0.171401982,0.116458046,0.047588994,0.014156119,High
Truck,Diesel,223,1086,4.280804203,29,87989,77.70793993,3.250888103,Rural,Free flow,21.51434027,76.62348422,7.844477525,1042.819373,447.3251333,0.686381884,0.09339842,0.090030414,0.047471945,High
Car,Hybrid,216,1991,3.28035796,0,100265,80.32942502,0.802184834,Highway,Heavy,32.63399328,95.01370747,9.714017366,977.5143134,377.3784095,1.076903038,0.088898038,0.092408726,0.039414272,High
Motorcycle,Petrol,789,1422,4.13984645,4,279403,105.6026434,2.407697766,Rural,Heavy,10.25278823,89.10951089,14.89858196,987.3336928,286.3786747,0.43134736,0.056631352,0.092228102,0.082525522,Medium
Bus,Petrol,830,586,0.999480085,27,205342,14.52364948,3.494775077,Highway,Heavy,26.76316482,9.519498313,15.96740948,1038.834006,335.5671147,1.89366075,0.120393783,0.068437888,0.034536115,High
Motorcycle,Diesel,861,927,4.031614998,23,200124,62.65940355,1.541124507,Rural,Free flow,23.38821782,45.45765414,19.27459086,1003.740614,148.8833069,1.674752567,0.059650423,0.052847817,0.080297539,Low
Car,Hybrid,731,885,4.844964069,16,249625,87.05732269,3.345529449,Rural,Moderate,28.5757334,70.29935781,4.213561412,1039.820171,496.0528498,0.364907855,0.0366351,0.017593939,0.037474444,High
Motorcycle,Electric,454,1266,3.401863474,17,277176,76.33421315,2.905360308,Highway,Moderate,23.00944746,97.33688009,6.02132357,1016.09691,471.1407318,1.374653276,0.152442291,0.077996795,0.059764386,High
Bus,Petrol,650,668,2.659069308,6,222202,53.79769439,2.194695535,Rural,Free flow,-5.997259967,8.515471815,6.259214304,957.9191603,480.4858096,0.879351786,0.132702668,0.018015561,0.08688128,High
Car,Diesel,561,1495,2.242619021,15,171073,2.053750305,4.486227394,City,Heavy,4.635550116,36.82327489,8.905175866,993.4786679,125.0809236,0.691840249,0.065696503,0.026422352,0.024741743,Low
Bus,Hybrid,260,256,4.142570661,7,26004,7.254271878,3.460294452,Rural,Moderate,36.99604365,49.22238027,16.14808703,967.6388488,343.7517466,0.652831454,0.129779942,0.085848954,0.041441928,High
Bus,Petrol,192,934,4.402566233,11,275314,14.27295922,1.802985166,City,Heavy,1.171259433,41.32441935,4.789121711,956.5133286,345.3545214,1.359068918,0.015029598,0.086834804,0.07524621,High
Bus,Hybrid,905,1320,5.329031519,13,279986,41.18733034,4.021322668,City,Heavy,13.61302005,45.5778443,15.65843533,987.3818931,209.7933468,1.816758408,0.197788126,0.049123346,0.02886449,Medium
Motorcycle,Hybrid,666,1848,2.580137229,18,36195,14.11841432,3.690511071,Highway,Free flow,7.846398788,36.91021397,4.080800368,1040.842909,439.3310674,1.688935861,0.042988504,0.074797255,0.016282236,High
Truck,Hybrid,878,926,4.802815998,10,128138,51.12987757,3.958419828,City,Heavy,-5.685063834,97.06226141,14.20295234,961.7669935,402.0536229,0.76303496,0.188904891,0.029811414,0.098111584,High
Bus,Petrol,260,272,3.719050286,11,7736,21.43703887,3.204779915,Rural,Free flow,-0.940565551,80.3244779,15.9800264,950.67721,373.8272638,1.444709473,0.022975434,0.090701531,0.04115799,High
Bus,Diesel,977,255,5.390749752,12,48258,93.4999437,1.896853079,Highway,Heavy,4.333356063,73.66599118,17.07567482,1043.508912,63.00048571,1.102033468,0.144559102,0.068860639,0.089074474,Low
Bus,Petrol,595,989,3.544622963,7,44511,104.578514,1.742892578,Rural,Heavy,13.16592428,41.07013581,10.20571083,1003.010549,495.7532183,0.936698382,0.052203674,0.087193254,0.029850897,High
Motorcycle,Electric,90,451,3.491675108,0,266350,46.75770096,3.270756804,Rural,Free flow,33.72619928,88.15235809,6.574299733,1005.858029,373.267418,0.663779739,0.193399694,0.045272038,0.057700606,High
Motorcycle,Hybrid,916,1088,3.804960823,8,19348,61.35981184,0.65450004,Rural,Free flow,15.78081411,9.33392872,15.44768467,1042.845301,486.249428,0.254329476,0.069887421,0.013600461,0.0881173,High
Car,Diesel,413,943,4.696439847,27,56057,114.419549,4.099571752,Rural,Free flow,22.59524804,14.34185263,6.418329143,1020.017876,89.05091798,0.465613388,0.017519898,0.09938396,0.015579135,Low
Motorcycle,Hybrid,875,433,5.81639049,1,167153,64.26093064,1.85167692,City,Moderate,11.29775758,95.40578533,2.961775524,1032.681284,362.457251,1.176171757,0.016369562,0.078593503,0.077846276,High
Truck,Diesel,818,1701,1.182529442,13,117615,119.4087859,3.151859947,City,Free flow,33.5031176,56.69883034,16.69372897,1027.049348,385.1646357,1.484446807,0.172555389,0.02497922,0.021937997,High
Car,Petrol,274,1470,1.077859932,12,280176,17.05571924,2.495319575,Highway,Moderate,23.1310727,15.94577757,8.224818595,1011.185743,79.10230993,0.169861693,0.023237858,0.067608424,0.030532435,Low
Car,Electric,424,1291,5.675261755,15,259246,103.4671705,2.59663246,Highway,Moderate,-5.468487343,94.91457078,11.41667533,1018.839869,79.01647525,0.82041531,0.167316643,0.095105656,0.041977627,Low
Truck,Diesel,355,834,3.555353253,1,160344,59.66436032,3.690030731,City,Free flow,13.87506036,97.48432748,18.36888093,1006.070299,393.0197446,0.415026758,0.038520478,0.090843166,0.036621111,High
Motorcycle,Diesel,344,1372,3.997495676,3,237560,2.72569335,3.133350268,Highway,Moderate,31.36171023,88.14930682,2.715932425,985.5397304,408.9558072,1.244029901,0.062483451,0.094597545,0.04361108,High
Truck,Hybrid,297,1534,3.308602728,11,114169,116.666753,1.251544942,Rural,Moderate,26.68276763,23.8557855,11.14367793,978.5352585,459.580195,1.742846914,0.196434344,0.019894378,0.072578005,High
Motorcycle,Hybrid,142,1559,1.287018754,15,297253,115.805748,0.371129657,Highway,Heavy,35.26555739,27.84939859,11.17529183,967.5944455,397.4182599,1.866424661,0.147741515,0.086874969,0.031942552,High
Car,Petrol,365,804,4.794064768,9,50670,45.99250082,4.201170337,Highway,Moderate,1.383391948,40.69728526,17.23782612,985.4001982,158.1671166,1.781916337,0.03773493,0.090218466,0.065186259,Medium
Car,Hybrid,758,615,4.685568154,2,44237,114.4970485,4.424470374,Rural,Moderate,38.85860821,57.93217259,6.825179446,1007.689629,485.9159435,1.757484997,0.061381177,0.02627145,0.063545776,High
Truck,Hybrid,638,1001,2.420857272,3,140605,16.92115707,0.822482665,City,Heavy,4.253883393,99.21814096,8.024281793,1008.753731,170.2573484,1.241772109,0.100394985,0.073677202,0.031809962,Medium
Motorcycle,Diesel,339,879,2.392444075,5,271507,81.61321693,1.547385335,City,Moderate,-7.49100612,95.61335468,10.38586324,1018.341934,377.2466414,0.56164577,0.178162232,0.072345482,0.017173413,High
Car,Hybrid,211,1983,5.156775181,22,208872,23.03147843,1.41171191,Highway,Heavy,14.78363136,92.11390587,3.343999645,1037.942524,288.2188288,1.519215386,0.145095463,0.07197966,0.032583634,Medium
Car,Petrol,761,1450,1.17625774,4,46304,29.59766836,4.687242804,City,Moderate,-4.483063076,8.927629881,9.413227889,1015.184817,105.0386848,1.476564302,0.142062701,0.061538477,0.068489769,Low
Bus,Electric,533,264,5.381746771,17,246888,93.52049246,1.02388691,Highway,Moderate,24.06554705,75.71663452,8.721635885,967.0886282,467.2080656,0.416640513,0.07839777,0.031426969,0.03290745,High
Truck,Petrol,588,1925,2.134640787,2,11819,45.28297015,0.83269616,City,Free flow,35.02781354,87.68458613,3.9478895,952.5697749,314.5668066,0.470174848,0.134305923,0.019679537,0.029160259,High
Truck,Petrol,827,1506,3.883520688,9,12191,0.855300339,0.909192749,Highway,Moderate,36.06716359,33.32795295,16.66045038,969.6872819,91.31723406,0.3077405,0.04284781,0.032118711,0.094319378,Low
Truck,Electric,417,626,5.667169731,10,6499,49.7086109,3.64934588,Rural,Moderate,20.35186213,21.95740342,8.620675234,1040.81024,222.5101473,1.047502526,0.118158089,0.092293283,0.096271676,Medium
Motorcycle,Petrol,962,1331,4.326237008,18,63001,27.36831848,4.440099221,Rural,Heavy,16.76324354,74.84414939,6.12131821,1006.765463,394.2485881,0.710969142,0.116439372,0.030313239,0.045950454,High
Bus,Petrol,257,1027,2.955035025,13,110383,81.99958963,1.966837053,Rural,Free flow,39.69957116,9.083775639,2.607484732,1034.860691,328.2890626,1.810231863,0.140684167,0.048859324,0.079950332,High
Bus,Diesel,867,1129,4.385577886,20,17668,23.33384361,0.680399522,City,Moderate,18.97128595,94.08582021,1.794955887,973.430844,150.5728778,0.169636381,0.056110776,0.049681665,0.016457607,Medium
Car,Petrol,659,1615,2.588694109,27,139834,101.0704234,2.928609987,Highway,Free flow,36.37291619,15.60776443,19.20453787,1020.988061,306.2392032,0.715757444,0.032189123,0.09319192,0.091420612,High
Motorcycle,Petrol,402,1781,2.241743765,10,150320,32.05116145,1.049674792,City,Free flow,35.82975253,45.75378522,19.90306876,1023.167419,188.9882658,1.764440096,0.193786603,0.020352975,0.041127724,Medium
Bus,Petrol,394,1984,5.982753045,27,176016,47.16339099,0.320757237,Rural,Heavy,4.475689793,98.27978497,17.95850768,1030.953519,287.271303,1.998089297,0.039107472,0.053067739,0.078938308,Medium
Truck,Electric,124,965,4.704109202,20,207941,35.7644233,4.431156892,Highway,Heavy,-9.312446221,98.82202165,9.172628643,1003.551415,193.0855996,1.473734194,0.074055302,0.08285183,0.069021865,Medium
Bus,Electric,752,676,4.152543882,3,261566,77.27080174,4.354206382,Highway,Heavy,11.95842039,77.59902867,16.1583152,1029.351156,273.3256399,1.81126854,0.175510376,0.015556985,0.046269495,Medium
Truck,Diesel,386,472,2.647506145,23,106942,12.13962495,4.879550801,Highway,Heavy,33.06850681,83.91884848,16.68564397,1043.544436,428.9736515,0.13063594,0.122924129,0.077112498,0.016901414,High
Motorcycle,Petrol,299,1963,1.055636312,21,13070,57.37192472,2.370023775,City,Heavy,31.80671085,96.71707422,5.996184213,1045.739345,145.40757,1.566320145,0.050904438,0.018462793,0.065398716,Low
Motorcycle,Diesel,728,786,0.961495755,5,91392,40.13457783,1.470005991,Highway,Moderate,20.18345938,92.74295094,11.720581,962.5436579,50.80503659,0.977088899,0.101158431,0.050712309,0.016477034,Low
Motorcycle,Hybrid,369,288,3.681742528,16,97164,106.0965556,3.848918728,City,Free flow,-2.167079499,62.21086323,19.13644034,1012.43077,119.7485445,1.411822822,0.169764951,0.024216432,0.096341887,Low
Motorcycle,Hybrid,753,490,4.762570149,21,168879,8.809451229,0.90247466,Rural,Moderate,-4.620614304,73.46169809,5.601356004,961.3485972,428.8354331,0.916924293,0.197955081,0.045084733,0.048595066,High
Car,Electric,804,1719,3.59437179,18,101277,99.56340779,1.216460384,Rural,Heavy,37.73409919,59.37765539,13.25772748,1042.258552,236.7757533,1.18168809,0.132188747,0.013355747,0.036191927,Medium
Car,Hybrid,754,426,5.172082374,12,4626,20.12165718,1.278413131,Rural,Free flow,11.0698841,50.6495274,13.2508225,1045.539387,382.8917394,0.593998111,0.058175791,0.08579614,0.028746075,High
Truck,Electric,893,1843,0.973817972,21,49270,10.62931919,4.75809705,Rural,Moderate,22.40805084,88.08290165,9.053413037,999.9592016,63.84268847,1.19078117,0.164379529,0.022042595,0.016697809,Low
Car,Hybrid,787,529,2.707110797,9,2292,24.27874297,3.649114594,Highway,Free flow,35.29322075,73.80251121,9.806577105,1045.989321,115.8565059,0.652551656,0.16365884,0.026872243,0.073736398,Low
Bus,Electric,174,796,2.032766034,28,277003,12.31835784,0.668473963,City,Heavy,33.49465882,85.98161704,9.127650246,1026.624162,306.0274894,0.632476156,0.178948554,0.051240125,0.099153632,High
Bus,Petrol,77,1617,3.125819434,10,110986,62.51807378,0.464229391,Highway,Heavy,18.34515911,9.591096341,10.42153846,1019.593881,374.1366793,0.721518124,0.035888336,0.011751473,0.051317591,High
Car,Petrol,569,464,1.176357245,28,1280,118.5857943,4.214074268,Highway,Free flow,14.39525903,57.64851676,2.97555592,1008.07578,404.548614,0.481454712,0.079369477,0.092895912,0.073417724,High
Motorcycle,Petrol,737,1536,5.761484536,5,145219,4.119282231,4.011371615,City,Heavy,26.76296066,32.95168283,15.89494224,990.6777593,339.3569876,0.523228051,0.054376741,0.047217884,0.053600709,High
Motorcycle,Hybrid,994,1751,1.960928086,1,216424,55.33540192,3.35497289,Highway,Moderate,7.482284621,51.33939783,13.22150226,1046.378011,390.5073336,1.869896552,0.051091776,0.057679453,0.046420396,High
Motorcycle,Diesel,600,384,5.596000433,0,246522,46.32843949,0.980503262,Rural,Free flow,21.26953151,61.29654446,19.47644547,969.7051345,124.5885044,0.963463952,0.079418447,0.088251749,0.042639943,Low
Bus,Electric,264,807,3.014644406,10,198237,40.75276971,2.401417694,City,Moderate,-8.84237832,84.57584721,4.912863781,1030.25379,346.1783025,1.266868654,0.019031915,0.061846053,0.090545159,High
Bus,Hybrid,197,1193,5.924725493,15,270778,39.82363325,3.013629727,City,Heavy,31.21562804,3.187772456,2.919364861,986.7452941,241.3815948,1.186360344,0.171123206,0.01717534,0.078432622,Medium
Truck,Petrol,784,1325,3.681103594,2,141845,107.4015308,4.660687634,Highway,Moderate,39.90161376,16.39833727,6.851081317,1025.324571,461.6926959,0.604272024,0.171845213,0.082281678,0.087293017,High
Motorcycle,Diesel,140,1748,5.640330894,4,148953,2.277138025,0.847118701,Highway,Heavy,37.73532462,92.14457413,10.19482806,966.3687688,326.8781136,0.100339178,0.189236617,0.092432728,0.01868676,High
Motorcycle,Hybrid,779,395,0.827814741,14,139352,92.98996649,2.577234036,Highway,Moderate,7.994742027,96.72707099,4.100191089,987.3304311,293.7508384,0.298226251,0.023357121,0.082741604,0.042595145,Medium
Motorcycle,Hybrid,973,613,4.690841792,14,59593,30.35198146,0.788758194,Highway,Heavy,16.5550641,5.54226831,9.212020621,1044.614633,310.2176177,1.678487959,0.118550561,0.027109105,0.028776091,High
Motorcycle,Petrol,730,1616,5.495863396,3,156627,45.9954613,2.219246703,Rural,Heavy,1.810848156,33.17875429,12.85226495,1005.729524,424.0935085,0.307772338,0.011228599,0.053299121,0.025411381,High
